NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Jeff Abbott","abbotje01","1997","1","CHA","AL","19","19","38","8","10","1","0","1","2","0","0","0","6","0","0","0","0","3","19"
"Jeff Abbott","abbotje01","1998","1","CHA","AL","89","89","244","33","68","14","1","12","41","3","3","9","28","1","0","2","5","2","89"
"Kurt Abbott","abbotku01","1995","1","FLO","NL","120","120","420","60","107","18","7","17","60","4","3","36","110","4","5","2","5","6","120"
"Kurt Abbott","abbotku01","1996","1","FLO","NL","109","109","320","37","81","18","7","8","33","3","3","22","99","1","3","4","0","7","109"
"Kurt Abbott","abbotku01","1997","1","FLO","NL","94","94","252","35","69","18","2","6","30","3","1","14","68","3","1","6","0","5","94"
"Kurt Abbott","abbotku01","1998","2","COL","NL","42","42","71","9","18","6","0","3","15","0","0","2","19","0","1","0","2","2","42"
"Bobby Abreu","abreubo01","1996","1","HOU","NL","15","15","22","1","5","1","0","0","1","0","0","2","3","0","0","0","0","1","15"
"Bobby Abreu","abreubo01","1997","1","HOU","NL","59","59","188","22","47","10","2","3","26","7","2","21","48","0","1","0","0","0","59"
"Mike Aldrete","aldremi01","1995","1","OAK","AL","60","60","125","18","34","8","0","4","21","0","0","19","23","1","1","0","2","3","60"
"Mike Aldrete","aldremi01","1995","2","CAL","AL","18","18","24","1","6","0","0","0","3","0","0","0","8","0","0","0","1","1","18"
"Mike Aldrete","aldremi01","1996","1","CAL","AL","31","31","40","5","6","1","0","3","8","0","0","5","4","0","0","0","1","3","31"
"Manny Alexander","alexama02","1995","1","BAL","AL","94","94","242","35","57","9","1","3","23","11","4","20","30","0","2","4","0","2","94"
"Manny Alexander","alexama02","1997","1","NYN","NL","54","54","149","26","37","9","3","2","15","11","0","9","38","1","1","1","1","3","54"
"Manny Alexander","alexama02","1997","2","CHN","NL","33","33","99","11","29","3","1","1","7","2","1","8","16","2","2","2","0","3","33"
"Manny Alexander","alexama02","1998","1","CHN","NL","108","108","264","34","60","10","1","5","25","4","1","18","66","1","1","5","1","6","108"
"Edgardo Alfonzo","alfoned01","1995","1","NYN","NL","101","101","335","26","93","13","5","4","41","1","1","12","37","1","1","4","4","7","101"
"Edgardo Alfonzo","alfoned01","1996","1","NYN","NL","123","123","368","36","96","15","2","4","40","2","0","25","56","2","0","9","5","8","123"
"Edgardo Alfonzo","alfoned01","1997","1","NYN","NL","151","151","518","84","163","27","2","10","72","11","6","63","56","0","5","8","5","4","151"
"Luis Alicea","alicelu01","1995","1","BOS","AL","132","132","419","64","113","20","3","6","44","13","10","63","61","0","7","13","9","10","132"
"Luis Alicea","alicelu01","1996","1","SLN","NL","129","129","380","54","98","26","3","5","42","11","3","52","78","9","5","4","6","4","129"
"Luis Alicea","alicelu01","1997","1","ANA","AL","128","128","388","59","98","16","7","5","37","22","8","69","65","3","8","4","2","4","128"
"Andy Allanson","allanan01","1995","1","CAL","AL","35","35","82","5","14","3","0","3","10","0","1","7","12","0","1","1","0","0","35"
"Jermaine Allensworth","allenje01","1996","1","PIT","NL","61","61","229","32","60","9","3","4","31","11","6","23","50","0","4","2","2","2","61"
"Jermaine Allensworth","allenje01","1997","1","PIT","NL","108","108","369","55","94","18","2","3","43","14","7","44","79","1","7","9","6","5","108"
"Roberto Alomar","alomaro01","1995","1","TOR","AL","130","130","517","71","155","24","7","13","66","30","3","47","45","3","0","6","7","16","130"
"Roberto Alomar","alomaro01","1996","1","BAL","AL","153","153","588","132","193","43","4","22","94","17","6","90","65","10","1","8","12","14","153"
"Roberto Alomar","alomaro01","1997","1","BAL","AL","112","112","412","64","137","23","2","14","60","9","3","40","43","2","3","7","7","10","112"
"Roberto Alomar","alomaro01","1998","1","BAL","AL","147","147","588","86","166","36","1","14","56","18","5","59","70","3","2","3","5","11","147"
"Sandy Alomar","alomasa02","1995","1","CLE","AL","66","66","203","32","61","6","0","10","35","3","1","7","26","0","3","4","1","8","66"
"Sandy Alomar","alomasa02","1996","1","CLE","AL","127","127","418","53","110","23","0","11","50","1","0","19","42","0","3","2","2","20","127"
"Sandy Alomar","alomasa02","1997","1","CLE","AL","125","125","451","63","146","37","0","21","83","0","2","19","48","2","3","6","1","16","125"
"Sandy Alomar","alomasa02","1998","1","CLE","AL","117","117","409","45","96","26","2","6","44","0","3","18","45","0","3","5","3","15","117"
"Moises Alou","aloumo01","1995","1","MON","NL","93","93","344","48","94","22","0","14","58","4","3","29","56","6","9","0","4","9","93"
"Moises Alou","aloumo01","1996","1","MON","NL","143","143","540","87","152","28","2","21","96","9","4","49","83","7","2","0","7","15","143"
"Moises Alou","aloumo01","1997","1","FLO","NL","150","150","538","88","157","29","5","23","115","9","5","70","85","9","4","0","7","13","150"
"Gabe Alvarez","alvarga01","1998","1","DET","AL","58","58","199","16","46","11","0","5","29","1","3","18","65","1","2","0","2","2","58"
"Rich Amaral","amarari01","1995","1","SEA","AL","90","90","238","45","67","14","2","2","19","21","2","21","33","0","1","1","0","3","90"
"Rich Amaral","amarari01","1996","1","SEA","AL","118","118","312","69","91","11","3","1","29","25","6","47","55","0","5","4","1","6","118"
"Rich Amaral","amarari01","1997","1","SEA","AL","89","89","190","34","54","5","0","1","21","12","8","10","34","0","3","5","2","7","89"
"Ruben Amaro","amaroru02","1995","1","CLE","AL","28","28","60","5","12","3","0","1","7","1","3","4","6","0","2","2","0","1","28"
"Ruben Amaro","amaroru02","1996","1","PHI","NL","61","61","117","14","37","10","0","2","15","0","0","9","18","0","3","1","0","3","61"
"Ruben Amaro","amaroru02","1997","1","PHI","NL","117","117","175","18","41","6","1","2","21","1","1","21","24","0","2","0","2","4","117"
"Brady Anderson","anderbr01","1995","1","BAL","AL","143","143","554","108","145","33","10","16","64","26","7","87","111","4","10","4","2","3","143"
"Brady Anderson","anderbr01","1996","1","BAL","AL","149","149","579","117","172","37","5","50","110","21","8","76","106","1","22","6","4","11","149"
"Brady Anderson","anderbr01","1997","1","BAL","AL","151","151","590","97","170","39","7","18","73","18","12","84","105","6","19","2","1","1","151"
"Brady Anderson","anderbr01","1998","1","BAL","AL","133","133","479","84","113","28","3","18","51","21","7","75","78","1","15","4","1","7","133"
"Garret Anderson","anderga01","1995","1","CAL","AL","106","106","374","50","120","19","1","16","69","6","2","19","65","4","1","2","4","8","106"
"Garret Anderson","anderga01","1996","1","CAL","AL","150","150","607","79","173","33","2","12","72","7","9","27","84","5","0","5","3","22","150"
"Garret Anderson","anderga01","1997","1","ANA","AL","154","154","624","76","189","36","3","8","92","10","4","30","70","6","2","1","5","20","154"
"Garret Anderson","anderga01","1998","1","ANA","AL","156","156","622","62","183","41","7","15","79","8","3","29","80","8","1","3","3","13","156"
"Shane Andrews","andresh01","1995","1","MON","NL","84","84","220","27","47","10","1","8","31","1","1","17","68","2","1","1","2","4","84"
"Shane Andrews","andresh01","1996","1","MON","NL","127","127","375","43","85","15","2","19","64","3","1","35","119","8","2","0","2","2","127"
"Shane Andrews","andresh01","1997","1","MON","NL","18","18","64","10","13","3","0","4","9","0","0","3","20","0","0","0","2","0","18"
"Eric Anthony","anthoer01","1995","1","CIN","NL","47","47","134","19","36","6","0","5","23","2","1","13","30","2","0","0","3","1","47"
"Eric Anthony","anthoer01","1996","1","CIN","NL","47","47","123","22","30","6","0","8","13","0","1","22","36","2","0","0","0","2","47"
"Eric Anthony","anthoer01","1996","2","COL","NL","32","32","62","10","15","2","0","4","9","0","1","10","20","0","0","0","1","1","32"
"Eric Anthony","anthoer01","1997","1","LAN","NL","47","47","74","8","18","3","2","2","5","2","0","12","18","1","0","0","0","0","47"
"Alex Arias","ariasal01","1995","1","FLO","NL","94","94","216","22","58","9","2","3","26","1","0","22","20","1","2","3","3","8","94"
"Alex Arias","ariasal01","1996","1","FLO","NL","100","100","224","27","62","11","2","3","26","2","0","17","28","1","3","1","1","2","100"
"Alex Arias","ariasal01","1997","1","FLO","NL","74","74","93","13","23","2","0","1","11","0","1","12","12","0","3","4","0","6","74"
"George Arias","ariasge01","1996","1","CAL","AL","84","84","252","19","60","8","1","6","28","2","0","16","50","2","0","6","0","6","84"
"George Arias","ariasge01","1997","1","ANA","AL","3","3","6","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","3"
"George Arias","ariasge01","1997","2","SDN","NL","11","11","22","2","5","1","0","0","2","0","0","0","1","0","0","0","0","2","11"
"Billy Ashley","ashlebi01","1995","1","LAN","NL","81","81","215","17","51","5","0","8","27","0","0","25","88","4","2","0","2","8","81"
"Billy Ashley","ashlebi01","1996","1","LAN","NL","71","71","110","18","22","2","1","9","25","0","0","21","44","1","1","0","1","3","71"
"Billy Ashley","ashlebi01","1997","1","LAN","NL","71","71","131","12","32","7","0","6","19","0","0","8","46","0","1","0","0","2","71"
"Billy Ashley","ashlebi01","1998","1","BOS","AL","13","13","24","3","7","3","0","3","7","0","0","2","11","0","0","0","0","0","13"
"Rich Aude","auderi01","1995","1","PIT","NL","42","42","109","10","27","8","0","2","19","1","2","6","20","0","0","0","0","4","42"
"Rich Aude","auderi01","1996","1","PIT","NL","7","7","16","0","4","0","0","0","1","0","0","0","8","0","0","0","0","0","7"
"Rich Aurilia","aurilri01","1995","1","SFN","NL","9","9","19","4","9","3","0","2","4","1","0","1","2","0","0","1","1","1","9"
"Rich Aurilia","aurilri01","1996","1","SFN","NL","105","105","318","27","76","7","1","3","26","4","1","25","52","2","1","6","2","1","105"
"Rich Aurilia","aurilri01","1997","1","SFN","NL","46","46","102","16","28","8","0","5","19","1","1","8","15","0","0","1","2","3","46"
"Brad Ausmus","ausmubr01","1995","1","SDN","NL","103","103","328","44","96","16","4","5","34","16","5","31","56","3","2","4","4","6","103"
"Brad Ausmus","ausmubr01","1996","1","SDN","NL","50","50","149","16","27","4","0","1","13","1","4","13","27","0","3","1","0","4","50"
"Brad Ausmus","ausmubr01","1996","2","DET","AL","75","75","226","30","56","12","0","4","22","3","4","26","45","1","2","5","2","4","75"
"Brad Ausmus","ausmubr01","1997","1","HOU","NL","130","130","425","45","113","25","1","4","44","14","6","38","78","4","3","6","6","8","130"
"Bruce Aven","avenbr01","1997","1","CLE","AL","13","13","19","4","4","1","0","0","2","0","1","1","5","0","0","0","0","0","13"
"Joe Ayrault","ayraujo01","1996","1","ATL","NL","7","7","5","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","7"
"Carlos Baerga","baergca01","1995","1","CLE","AL","135","135","557","87","175","28","2","15","90","11","2","35","31","6","3","0","5","15","135"
"Carlos Baerga","baergca01","1996","1","CLE","AL","100","100","424","54","113","25","0","10","55","1","1","16","25","0","7","2","4","15","100"
"Carlos Baerga","baergca01","1996","2","NYN","NL","26","26","83","5","16","3","0","2","11","0","0","5","2","0","2","0","1","8","26"
"Carlos Baerga","baergca01","1997","1","NYN","NL","133","133","467","53","131","25","1","9","52","2","6","20","54","1","3","3","5","13","133"
"Jeff Bagwell","bagweje01","1995","1","HOU","NL","114","114","448","88","130","29","0","21","87","12","5","79","102","12","6","0","6","9","114"
"Jeff Bagwell","bagweje01","1996","1","HOU","NL","162","162","568","111","179","48","2","31","120","21","7","135","114","20","10","0","6","15","162"
"Jeff Bagwell","bagweje01","1997","1","HOU","NL","162","162","566","109","162","40","2","43","135","31","10","127","122","27","16","0","8","10","162"
"Harold Baines","baineha01","1995","1","BAL","AL","127","127","385","60","115","19","1","24","63","0","2","70","45","13","0","0","4","17","127"
"Harold Baines","baineha01","1996","1","CHA","AL","143","143","495","80","154","29","0","22","95","3","1","73","62","7","1","0","3","20","143"
"Harold Baines","baineha01","1997","1","CHA","AL","93","93","318","40","97","18","0","12","52","0","1","41","47","10","0","0","2","9","93"
"Harold Baines","baineha01","1997","2","BAL","AL","44","44","134","15","39","5","0","4","15","0","0","14","15","1","0","0","1","3","44"
"Harold Baines","baineha01","1998","1","BAL","AL","104","104","293","40","88","17","0","9","57","0","0","32","40","4","1","0","2","17","104"
"Paul Bako","bakopa01","1998","1","DET","AL","96","96","305","23","83","12","1","3","30","1","1","23","82","4","0","1","4","3","96"
"Brian Banks","banksbr01","1996","1","ML4","AL","4","4","7","2","4","2","0","1","2","0","0","1","2","0","0","0","0","0","4"
"Brian Banks","banksbr01","1997","1","ML4","AL","28","28","68","9","14","1","0","1","8","0","1","6","17","0","0","0","1","1","28"
"Bret Barberie","barbebr01","1995","1","BAL","AL","90","90","237","32","57","14","0","2","25","3","3","36","50","0","6","6","3","6","90"
"Bret Barberie","barbebr01","1996","1","CHN","NL","15","15","29","4","1","0","0","1","2","0","1","5","11","0","0","3","0","0","15"
"Tony Barron","barroto01","1996","1","MON","NL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Tony Barron","barroto01","1997","1","PHI","NL","57","57","189","22","54","12","1","4","24","0","1","12","38","0","2","2","3","2","57"
"Jeff Barry","barryje01","1995","1","NYN","NL","15","15","15","2","2","1","0","0","0","0","0","1","8","0","0","0","0","0","15"
"Jeff Barry","barryje01","1998","1","COL","NL","15","15","34","4","6","1","0","0","2","0","0","2","11","0","0","0","1","0","15"
"Kimera Bartee","barteki01","1996","1","DET","AL","110","110","217","32","55","6","1","1","14","20","10","17","77","0","0","13","0","1","110"
"Kimera Bartee","barteki01","1997","1","DET","AL","12","12","5","4","1","0","0","0","0","3","1","2","2","0","1","0","0","0","12"
"Kimera Bartee","barteki01","1998","1","DET","AL","57","57","98","20","19","5","1","3","15","9","5","6","35","0","0","0","1","1","57"
"Kevin Bass","basske01","1995","1","BAL","AL","111","111","295","32","72","12","0","5","32","8","8","24","47","0","2","4","2","15","111"
"Jason Bates","batesja01","1995","1","COL","NL","116","116","322","42","86","17","4","8","46","3","6","42","70","3","2","2","0","4","116"
"Jason Bates","batesja01","1996","1","COL","NL","88","88","160","19","33","8","1","1","9","2","1","23","34","1","2","1","1","7","88"
"Jason Bates","batesja01","1997","1","COL","NL","62","62","121","17","29","10","0","3","11","0","1","15","27","1","3","0","0","3","62"
"Jason Bates","batesja01","1998","1","COL","NL","53","53","74","10","14","3","0","0","3","0","0","8","21","1","0","0","0","4","53"
"Kim Batiste","batiski01","1996","1","SFN","NL","54","54","130","17","27","6","0","3","11","3","3","5","33","1","0","0","1","4","54"
"Tony Batista","batisto01","1996","1","OAK","AL","74","74","238","38","71","10","2","6","25","7","3","19","49","0","1","0","2","2","74"
"Tony Batista","batisto01","1997","1","OAK","AL","68","68","188","22","38","10","1","4","18","2","2","14","31","0","2","3","0","8","68"
"Tony Batista","batisto01","1998","1","ARI","NL","106","106","293","46","80","16","1","18","41","1","1","18","52","0","3","0","4","7","106"
"Allen Battle","battlal01","1995","1","SLN","NL","61","61","118","13","32","5","0","0","2","3","3","15","26","0","1","3","0","0","61"
"Allen Battle","battlal01","1996","1","OAK","AL","47","47","130","20","25","3","0","1","5","10","2","17","26","1","2","1","1","3","47"
"Howard Battle","battlho01","1995","1","TOR","AL","9","9","15","3","3","0","0","0","0","1","0","4","8","0","0","0","0","0","9"
"Howard Battle","battlho01","1996","1","PHI","NL","5","5","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5"
"Justin Baughman","baughju01","1998","1","ANA","AL","63","63","196","24","50","9","1","1","20","10","4","6","36","0","1","5","3","4","63"
"Danny Bautista","bautida01","1995","1","DET","AL","89","89","271","28","55","9","0","7","27","4","1","12","68","0","0","6","0","6","89"
"Danny Bautista","bautida01","1996","1","DET","AL","25","25","64","12","16","2","0","2","8","1","2","9","15","0","0","0","0","1","25"
"Danny Bautista","bautida01","1996","2","ATL","NL","17","17","20","1","3","0","0","0","1","0","0","2","5","0","1","0","0","3","17"
"Danny Bautista","bautida01","1997","1","ATL","NL","64","64","103","14","25","3","2","3","9","2","0","5","24","1","1","2","1","3","64"
"Danny Bautista","bautida01","1998","1","ATL","NL","82","82","144","17","36","11","0","3","17","1","0","7","21","0","0","3","2","4","82"
"Trey Beamon","beamotr01","1996","1","PIT","NL","24","24","51","7","11","2","0","0","6","1","1","4","6","0","0","1","0","0","24"
"Trey Beamon","beamotr01","1997","1","SDN","NL","43","43","65","5","18","3","0","0","7","1","2","2","17","0","1","0","0","1","43"
"Trey Beamon","beamotr01","1998","1","DET","AL","28","28","42","4","11","4","0","0","2","1","0","5","13","0","0","1","0","3","28"
"Bill Bean","beanbi01","1995","1","SDN","NL","4","4","7","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","4"
"Rich Becker","beckeri01","1995","1","MIN","AL","106","106","392","45","93","15","1","2","33","8","9","34","95","0","4","6","2","9","106"
"Rich Becker","beckeri01","1996","1","MIN","AL","148","148","525","92","153","31","4","12","71","19","5","68","118","1","2","5","4","14","148"
"Rich Becker","beckeri01","1997","1","MIN","AL","132","132","443","61","117","22","3","10","45","17","5","62","130","1","1","2","2","4","132"
"Rich Becker","beckeri01","1998","2","BAL","AL","79","79","113","22","23","1","0","3","11","2","0","22","34","0","2","2","0","6","79"
"Tim Belk","belkti01","1996","1","CIN","NL","7","7","15","2","3","0","0","0","0","0","0","1","2","0","0","0","0","0","7"
"David Bell","bellda01","1995","1","CLE","AL","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"David Bell","bellda01","1995","2","SLN","NL","39","39","144","13","36","7","2","2","19","1","2","4","25","0","2","0","1","0","39"
"David Bell","bellda01","1996","1","SLN","NL","62","62","145","12","31","6","0","1","9","1","1","10","22","2","1","0","1","3","62"
"David Bell","bellda01","1997","1","SLN","NL","66","66","142","9","30","7","2","1","12","1","0","10","28","2","0","2","1","2","66"
"David Bell","bellda01","1998","2","CLE","AL","107","107","340","37","89","21","2","10","41","0","4","22","54","4","2","1","5","8","107"
"Derek Bell","bellde01","1995","1","HOU","NL","112","112","452","63","151","21","2","8","86","27","9","33","71","2","8","0","6","10","112"
"Derek Bell","bellde01","1996","1","HOU","NL","158","158","627","84","165","40","3","17","113","29","3","40","123","8","8","0","9","18","158"
"Derek Bell","bellde01","1997","1","HOU","NL","129","129","493","67","136","29","3","15","71","15","7","40","94","3","12","0","2","16","129"
"Albert Belle","belleal01","1995","1","CLE","AL","143","143","546","121","173","52","1","50","126","5","2","73","80","5","6","0","4","24","143"
"Albert Belle","belleal01","1996","1","CLE","AL","158","158","602","124","187","38","3","48","148","11","0","99","87","15","7","0","7","20","158"
"Albert Belle","belleal01","1997","1","CHA","AL","161","161","634","90","174","45","1","30","116","4","4","53","105","6","6","0","8","26","161"
"Albert Belle","belleal01","1998","1","CHA","AL","163","163","609","113","200","48","2","49","152","6","4","81","84","10","1","0","15","17","163"
"Mark Bellhorn","bellhma01","1997","1","OAK","AL","68","68","224","33","51","9","1","6","19","7","1","32","70","0","0","5","0","1","68"
"Rafael Belliard","bellira01","1995","1","ATL","NL","75","75","180","12","40","2","1","0","7","2","2","6","28","2","2","4","0","4","75"
"Rafael Belliard","bellira01","1996","1","ATL","NL","86","86","142","9","24","7","0","0","3","3","1","2","22","0","0","3","1","6","87"
"Rafael Belliard","bellira01","1997","1","ATL","NL","72","72","71","9","15","3","0","1","3","0","1","1","17","0","0","4","1","1","72"
"Rafael Belliard","bellira01","1998","1","ATL","NL","7","7","20","1","5","0","0","0","1","0","0","0","1","0","0","0","0","2","7"
"Jay Bell","bellja01","1995","1","PIT","NL","138","138","530","79","139","28","4","13","55","2","5","55","110","1","4","3","1","13","138"
"Jay Bell","bellja01","1996","1","PIT","NL","151","151","527","65","132","29","3","13","71","6","4","54","108","5","5","6","6","10","151"
"Jay Bell","bellja01","1997","1","KCA","AL","153","153","573","89","167","28","3","21","92","10","6","71","101","2","4","3","9","13","153"
"Jay Bell","bellja01","1998","1","ARI","NL","155","155","549","79","138","29","5","20","67","3","5","81","129","3","7","5","3","14","155"
"Juan Bell","bellju01","1995","1","BOS","AL","17","17","26","7","4","2","0","1","2","0","0","2","10","0","0","0","1","0","17"
"Esteban Beltre","beltres01","1995","1","TEX","AL","54","54","92","7","20","8","0","0","7","0","0","4","15","0","0","3","0","1","54"
"Esteban Beltre","beltres01","1996","1","BOS","AL","27","27","62","6","16","2","0","0","6","1","0","4","14","0","0","1","1","1","27"
"Marvin Benard","benarma01","1995","1","SFN","NL","13","13","34","5","13","2","0","1","4","1","0","1","7","0","0","0","0","1","13"
"Marvin Benard","benarma01","1996","1","SFN","NL","135","135","488","89","121","17","4","5","27","25","11","59","84","2","4","6","1","8","135"
"Marvin Benard","benarma01","1997","1","SFN","NL","84","84","114","13","26","4","0","1","13","3","1","13","29","0","2","0","1","2","84"
"Yamil Benitez","benitya01","1995","1","MON","NL","14","14","39","8","15","2","1","2","7","0","2","1","7","0","0","0","0","1","14"
"Yamil Benitez","benitya01","1996","1","MON","NL","11","11","12","0","2","0","0","0","2","0","0","0","4","0","0","0","0","0","11"
"Yamil Benitez","benitya01","1997","1","KCA","AL","53","53","191","22","51","7","1","8","21","2","2","10","49","0","1","2","0","2","53"
"Yamil Benitez","benitya01","1998","1","ARI","NL","91","91","206","17","41","7","1","9","30","2","2","14","46","1","4","0","1","6","91"
"Mike Benjamin","benjami01","1995","1","SFN","NL","68","68","186","19","41","6","0","3","12","11","1","8","51","3","1","7","0","3","68"
"Mike Benjamin","benjami01","1996","1","PHI","NL","35","35","103","13","23","5","1","4","13","3","1","12","21","5","2","1","0","2","35"
"Mike Benjamin","benjami01","1998","1","BOS","AL","124","124","349","46","95","23","0","4","39","3","0","15","73","1","6","13","2","11","124"
"Gary Bennett","bennega01","1995","1","PHI","NL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Gary Bennett","bennega01","1996","1","PHI","NL","6","6","16","0","4","0","0","0","1","0","0","2","6","1","0","0","0","0","6"
"Todd Benzinger","benzito01","1995","1","SFN","NL","9","9","10","2","2","0","0","1","2","0","0","2","3","1","0","0","1","0","9"
"Jeff Berblinger","berblje01","1997","1","SLN","NL","7","7","5","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","7"
"Geronimo Berroa","berroge01","1995","1","OAK","AL","141","141","546","87","152","22","3","22","88","7","4","63","98","2","1","0","6","12","141"
"Geronimo Berroa","berroge01","1996","1","OAK","AL","153","153","586","101","170","32","1","36","106","0","3","47","122","0","4","0","6","16","153"
"Geronimo Berroa","berroge01","1997","1","OAK","AL","73","73","261","40","81","12","0","16","42","3","2","36","58","2","1","0","1","12","73"
"Geronimo Berroa","berroge01","1997","2","BAL","AL","83","83","300","48","78","13","0","10","48","1","2","40","62","2","3","0","6","6","83"
"Geronimo Berroa","berroge01","1998","1","CLE","AL","20","20","65","6","13","3","1","0","3","1","0","7","17","0","0","0","0","2","20"
"Geronimo Berroa","berroge01","1998","2","DET","AL","52","52","126","17","30","4","1","1","10","0","1","17","27","1","2","0","0","3","52"
"Damon Berryhill","berryda01","1995","1","CIN","NL","34","34","82","6","15","3","0","2","11","0","0","10","19","2","0","1","4","3","34"
"Damon Berryhill","berryda01","1997","1","SFN","NL","73","73","167","17","43","8","0","3","23","0","0","20","29","5","0","0","1","3","73"
"Sean Berry","berryse01","1995","1","MON","NL","103","103","314","38","100","22","1","14","55","3","8","25","53","1","2","2","5","5","103"
"Sean Berry","berryse01","1996","1","HOU","NL","132","132","431","55","121","38","1","17","95","12","6","23","58","1","9","2","4","11","132"
"Sean Berry","berryse01","1997","1","HOU","NL","96","96","301","37","77","24","1","8","43","1","5","25","53","1","5","1","6","8","96"
"Dante Bichette","bicheda01","1995","1","COL","NL","139","139","579","102","197","38","2","40","128","13","9","22","96","5","4","0","7","16","139"
"Dante Bichette","bicheda01","1996","1","COL","NL","159","159","633","114","198","39","3","31","141","31","12","45","105","4","6","0","10","18","159"
"Dante Bichette","bicheda01","1997","1","COL","NL","151","151","561","81","173","31","2","26","118","6","5","30","90","1","3","0","7","13","151"
"Dante Bichette","bicheda01","1998","1","COL","NL","161","161","662","97","219","48","2","22","122","14","4","28","76","2","1","0","4","22","161"
"Steve Bieser","biesest01","1997","1","NYN","NL","47","47","69","16","17","3","0","0","4","2","3","7","20","1","4","0","1","0","47"
"Craig Biggio","biggicr01","1995","1","HOU","NL","141","141","553","123","167","30","2","22","77","33","8","80","85","1","22","11","7","6","141"
"Craig Biggio","biggicr01","1996","1","HOU","NL","162","162","605","113","174","24","4","15","75","25","7","75","72","0","27","8","8","10","162"
"Craig Biggio","biggicr01","1997","1","HOU","NL","162","162","619","146","191","37","8","22","81","47","10","84","107","6","34","0","7","0","162"
"Henry Blanco","blanche01","1997","1","LAN","NL","3","3","5","1","2","0","0","1","1","0","0","0","1","0","0","0","0","0","3"
"Jeff Blauser","blausje01","1995","1","ATL","NL","115","115","431","60","91","16","2","12","31","8","5","57","107","2","12","2","2","6","115"
"Jeff Blauser","blausje01","1996","1","ATL","NL","83","83","265","48","65","14","1","10","35","6","0","40","54","3","6","0","1","7","83"
"Jeff Blauser","blausje01","1997","1","ATL","NL","151","151","519","90","160","31","4","17","70","5","1","70","101","6","20","5","9","13","151"
"Jeff Blauser","blausje01","1998","1","CHN","NL","119","119","361","49","79","11","3","4","26","2","2","60","93","1","8","3","3","5","119"
"Mike Blowers","blowemi01","1995","1","SEA","AL","134","134","439","59","113","24","1","23","96","2","1","53","128","0","0","3","3","18","134"
"Mike Blowers","blowemi01","1996","1","LAN","NL","92","92","317","31","84","19","2","6","38","0","0","37","77","2","1","0","3","11","92"
"Mike Blowers","blowemi01","1997","1","SEA","AL","68","68","150","22","44","5","0","5","20","0","0","21","33","1","0","4","2","4","68"
"Tim Bogar","bogarti01","1995","1","NYN","NL","78","78","145","17","42","7","0","1","21","1","0","9","25","0","0","2","1","2","78"
"Tim Bogar","bogarti01","1996","1","NYN","NL","91","91","89","17","19","4","0","0","6","1","3","8","20","0","2","3","2","0","91"
"Tim Bogar","bogarti01","1997","1","HOU","NL","97","97","241","30","60","14","4","4","30","4","1","24","42","1","3","3","4","4","97"
"Wade Boggs","boggswa01","1995","1","NYA","AL","126","126","460","76","149","22","4","5","63","1","1","74","50","5","0","0","7","13","126"
"Wade Boggs","boggswa01","1996","1","NYA","AL","132","132","501","80","156","29","2","2","41","1","2","67","32","7","0","1","5","10","132"
"Frank Bolick","bolicfr01","1998","1","ANA","AL","21","21","45","3","7","2","0","1","2","0","0","11","8","0","0","0","0","1","21"
"Barry Bonds","bondsba01","1995","1","SFN","NL","144","144","506","109","149","30","7","33","104","31","10","120","83","22","5","0","4","12","144"
"Barry Bonds","bondsba01","1996","1","SFN","NL","158","158","517","122","159","27","3","42","129","40","7","151","76","30","1","0","6","11","158"
"Barry Bonds","bondsba01","1997","1","SFN","NL","159","159","532","123","155","26","5","40","101","37","8","145","87","34","8","0","5","13","159"
"Bobby Bonilla","bonilbo01","1995","1","NYN","NL","80","80","317","49","103","25","4","18","53","0","3","31","48","10","1","0","2","11","80"
"Bobby Bonilla","bonilbo01","1995","2","BAL","AL","61","61","237","47","79","12","4","10","46","0","2","23","31","0","1","0","2","11","61"
"Bobby Bonilla","bonilbo01","1996","1","BAL","AL","159","159","595","107","171","27","5","28","116","1","3","75","85","7","5","0","17","13","159"
"Bobby Bonilla","bonilbo01","1997","1","FLO","NL","153","153","562","77","167","39","3","17","96","6","6","73","94","8","5","0","8","18","153"
"Aaron Boone","booneaa01","1997","1","CIN","NL","16","16","49","5","12","1","0","0","5","1","0","2","5","0","0","1","0","1","16"
"Aaron Boone","booneaa01","1998","1","CIN","NL","58","58","181","24","51","13","2","2","28","6","1","15","36","1","5","3","2","3","58"
"Bret Boone","boonebr01","1995","1","CIN","NL","138","138","513","63","137","34","2","15","68","5","1","41","84","0","6","5","5","14","138"
"Bret Boone","boonebr01","1996","1","CIN","NL","142","142","520","56","121","21","3","12","69","3","2","31","100","0","3","5","9","9","142"
