NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Rey Sanchez","sanchre01","1999","1","KCA","AL","134","134","479","66","141","18","6","2","56","11","5","22","48","2","4","10","3","14","134"
"Rey Sanchez","sanchre01","2000","1","KCA","AL","143","143","509","68","139","18","2","1","38","7","3","28","55","0","4","11","3","17","143"
"Rey Sanchez","sanchre01","2001","1","KCA","AL","100","100","390","46","118","14","5","0","28","9","1","11","34","0","2","9","4","11","100"
"Rey Sanchez","sanchre01","2001","2","ATL","NL","49","49","154","10","35","4","1","0","9","2","0","4","15","1","0","4","1","9","49"
"Anthony Sanders","sandean01","1999","1","TOR","AL","3","3","7","1","2","1","0","0","2","0","0","0","2","0","0","0","0","1","3"
"Anthony Sanders","sandean01","2000","1","SEA","AL","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Deion Sanders","sandede02","2001","1","CIN","NL","32","32","75","6","13","2","0","1","4","3","4","4","10","0","2","2","0","2","32"
"Reggie Sanders","sandere02","1999","1","SDN","NL","133","133","478","92","136","24","7","26","72","36","13","65","108","1","6","0","1","10","133"
"Reggie Sanders","sandere02","2000","1","ATL","NL","103","103","340","43","79","23","1","11","37","21","4","32","78","2","2","3","0","9","103"
"Reggie Sanders","sandere02","2001","1","ARI","NL","126","126","441","84","116","21","3","33","90","14","10","46","126","7","5","1","3","2","126"
"Chance Sanford","sanfoch01","1998","1","PIT","NL","14","14","28","3","4","1","1","0","3","0","0","1","6","0","0","0","0","1","14"
"Chance Sanford","sanfoch01","1999","1","LAN","NL","5","5","8","1","2","0","0","0","2","0","0","0","1","0","0","0","0","0","5"
"F.P. Santangelo","santafp01","1998","1","MON","NL","122","122","383","53","82","18","0","4","23","7","3","44","72","1","23","11","1","5","122"
"F.P. Santangelo","santafp01","1999","1","SFN","NL","113","113","254","49","66","17","3","3","26","12","4","53","54","0","11","5","2","1","113"
"F.P. Santangelo","santafp01","2000","1","LAN","NL","81","81","142","19","28","4","0","1","9","3","2","21","33","0","6","6","2","5","81"
"Pedro Santana","santape01","2001","1","DET","AL","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Benito Santiago","santibe01","1998","1","TOR","AL","15","15","29","3","9","5","0","0","4","0","0","1","6","0","0","0","0","1","15"
"Benito Santiago","santibe01","1999","1","CHN","NL","109","109","350","28","87","18","3","7","36","1","1","32","71","6","2","0","2","13","109"
"Benito Santiago","santibe01","2000","1","CIN","NL","89","89","252","22","66","11","1","8","45","2","2","19","45","8","1","0","5","7","89"
"Angel Santos","santoan01","2001","1","BOS","AL","9","9","16","2","2","1","0","0","1","0","0","2","7","0","0","0","1","2","9"
"Rob Sasser","sassero01","1998","1","TEX","AL","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Luis Saturria","saturlu01","2000","1","SLN","NL","12","12","5","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","12"
"Steve Scarsone","scarsst01","1999","1","KCA","AL","46","46","68","2","14","5","0","0","6","1","0","9","24","0","0","1","1","0","46"
"Brian Schneider","schnebr01","2000","1","MON","NL","45","45","115","6","27","6","0","0","11","0","1","7","24","2","0","0","1","1","45"
"Kevin Sefcik","sefcike01","1998","1","PHI","NL","104","104","169","27","53","7","2","3","20","4","2","25","32","0","7","3","1","3","104"
"Kevin Sefcik","sefcike01","1999","1","PHI","NL","111","111","209","28","58","15","3","1","11","9","4","29","24","0","1","3","0","4","111"
"Kevin Sefcik","sefcike01","2000","1","PHI","NL","99","99","153","15","36","6","2","0","10","4","2","13","19","0","2","1","2","4","99"
"Kevin Sefcik","sefcike01","2001","1","COL","NL","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"David Segui","seguida01","1998","1","SEA","AL","143","143","522","79","159","36","1","19","84","3","1","49","80","4","0","0","9","12","143"
"David Segui","seguida01","1999","1","SEA","AL","90","90","345","43","101","22","3","9","39","1","2","32","43","4","1","1","3","9","90"
"David Segui","seguida01","1999","2","TOR","AL","31","31","95","14","30","5","0","5","13","0","0","8","17","0","0","0","1","1","31"
"David Segui","seguida01","2000","1","TEX","AL","93","93","351","52","118","29","1","11","57","0","1","34","51","1","0","0","4","12","93"
"David Segui","seguida01","2000","2","CLE","AL","57","57","223","41","74","13","0","8","46","0","0","19","33","1","1","0","2","8","57"
"David Segui","seguida01","2001","1","BAL","AL","82","82","292","48","88","18","1","10","46","1","1","49","61","5","4","0","2","4","82"
"Fernando Seguignol","seguife01","1998","1","MON","NL","16","16","42","6","11","4","0","2","3","0","0","3","15","0","0","0","1","1","16"
"Fernando Seguignol","seguife01","1999","1","MON","NL","35","35","105","14","27","9","0","5","10","0","0","5","33","1","7","0","2","1","35"
"Fernando Seguignol","seguife01","2000","1","MON","NL","76","76","162","22","45","8","0","10","22","0","1","9","46","0","3","0","1","5","76"
"Bill Selby","selbybi01","2000","1","CLE","AL","30","30","46","8","11","1","0","0","4","0","0","1","9","0","1","0","0","1","30"
"Bill Selby","selbybi01","2001","1","CIN","NL","36","36","92","7","21","7","1","2","12","0","0","5","13","1","1","1","1","1","36"
"Scott Servais","servasc01","1999","1","SFN","NL","69","69","198","21","54","10","0","5","21","0","0","13","31","2","3","3","0","7","69"
"Scott Servais","servasc01","2000","1","COL","NL","33","33","101","6","22","4","0","1","13","0","1","7","16","2","1","0","1","1","33"
"Scott Servais","servasc01","2000","2","SFN","NL","7","7","8","1","2","0","0","0","0","0","0","2","1","1","0","0","0","0","7"
"Scott Servais","servasc01","2001","1","HOU","NL","11","11","16","1","6","0","0","0","0","0","0","2","3","0","0","0","0","0","11"
"Richie Sexson","sexsori01","1999","1","CLE","AL","134","134","479","72","122","17","7","31","116","3","3","34","117","0","4","0","8","19","134"
"Richie Sexson","sexsori01","2000","1","CLE","AL","91","91","324","45","83","16","1","16","44","1","0","25","96","0","4","0","3","8","91"
"Richie Sexson","sexsori01","2000","2","MIL","NL","57","57","213","44","63","14","0","14","47","1","0","34","63","2","3","0","1","3","57"
"Richie Sexson","sexsori01","2001","1","MIL","NL","158","158","598","94","162","24","3","45","125","2","4","60","178","5","6","0","3","20","158"
"Chris Sexton","sextoch01","1999","1","COL","NL","35","35","59","9","14","0","1","1","7","4","2","11","10","1","0","0","0","2","35"
"Chris Sexton","sextoch01","2000","1","CIN","NL","35","35","100","9","21","4","0","0","10","4","2","13","12","1","2","2","1","5","35"
"Jon Shave","shavejo01","1998","1","MIN","AL","19","19","40","7","10","3","0","1","5","1","2","3","10","0","0","0","0","0","19"
"Jon Shave","shavejo01","1999","1","TEX","AL","43","43","73","10","21","4","0","0","9","1","0","5","17","0","2","3","0","0","43"
"Andy Sheets","sheetan01","1998","1","SDN","NL","88","88","194","31","47","5","3","7","29","7","2","21","62","3","1","2","1","4","88"
"Andy Sheets","sheetan01","1999","1","ANA","AL","87","87","244","22","48","10","0","3","29","1","2","14","59","0","0","6","5","6","87"
"Andy Sheets","sheetan01","2000","1","BOS","AL","12","12","21","1","2","0","0","0","1","0","0","0","3","0","0","0","0","1","12"
"Gary Sheffield","sheffga01","1998","1","FLO","NL","40","40","136","21","37","11","1","6","28","4","2","26","16","1","2","0","2","3","40"
"Gary Sheffield","sheffga01","1998","2","LAN","NL","90","90","301","52","95","16","1","16","57","18","5","69","30","11","6","0","7","4","90"
"Gary Sheffield","sheffga01","1999","1","LAN","NL","152","152","549","103","165","20","0","34","101","11","5","101","64","4","4","0","9","10","152"
"Gary Sheffield","sheffga01","2000","1","LAN","NL","141","141","501","105","163","24","3","43","109","4","6","101","71","7","4","0","6","13","141"
"Gary Sheffield","sheffga01","2001","1","LAN","NL","143","143","515","98","160","28","2","36","100","10","4","94","67","13","4","0","5","12","143"
"Scott Sheldon","sheldsc01","1998","1","TEX","AL","7","7","16","0","2","0","0","0","1","0","0","1","6","0","0","0","0","1","7"
"Scott Sheldon","sheldsc01","1999","1","TEX","AL","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Terry Shumpert","shumpte01","1999","1","COL","NL","92","92","262","58","91","26","3","10","37","14","0","31","41","2","2","4","5","2","92"
"Terry Shumpert","shumpte01","2000","1","COL","NL","115","115","263","52","68","11","7","9","40","8","4","28","40","1","6","0","3","3","115"
"Terry Shumpert","shumpte01","2001","1","COL","NL","114","114","242","37","70","14","5","4","24","14","3","15","44","2","3","4","1","2","114"
"Joe Siddall","siddajo01","1998","1","DET","AL","29","29","65","3","12","3","0","1","6","0","0","7","25","0","0","2","0","1","29"
"Ruben Sierra","sierrru01","2000","1","TEX","AL","20","20","60","5","14","0","0","1","7","1","0","4","9","0","0","0","0","1","20"
"Dave Silvestri","silveda01","1998","1","TBA","AL","8","8","14","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","8"
"Dave Silvestri","silveda01","1999","1","ANA","AL","3","3","11","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","3"
"Brian Simmons","simmobr01","1999","1","CHA","AL","54","54","126","14","29","3","3","4","17","4","0","9","30","0","0","0","0","3","54"
"Mike Simms","simmsmi01","1998","1","TEX","AL","86","86","186","36","55","11","0","16","46","0","1","24","47","0","3","0","2","4","86"
"Mike Simms","simmsmi01","1999","1","TEX","AL","4","4","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","4"
"Randall Simon","simonra01","1999","1","ATL","NL","90","90","218","26","69","16","0","5","25","2","2","17","25","6","1","0","1","10","90"
"Randall Simon","simonra01","2001","1","DET","AL","81","81","256","28","78","14","2","6","37","0","1","15","28","2","0","1","2","9","81"
"Chris Singleton","singlch01","1999","1","CHA","AL","133","133","496","72","149","31","6","17","72","20","5","22","45","1","1","4","6","10","133"
"Chris Singleton","singlch01","2000","1","CHA","AL","147","147","511","83","130","22","5","11","62","22","7","35","85","2","1","12","4","6","147"
"Chris Singleton","singlch01","2001","1","CHA","AL","140","140","392","57","117","21","5","7","45","12","11","20","61","2","1","14","4","5","140"
"Steve Sisco","siscost01","2000","1","ATL","NL","25","25","27","4","5","0","0","1","2","0","0","3","4","0","0","0","0","1","25"
"Bobby Smith","smithbo06","1998","1","TBA","AL","117","117","370","44","102","15","3","11","55","5","3","34","110","0","6","2","4","9","117"
"Bobby Smith","smithbo06","1999","1","TBA","AL","68","68","199","18","36","4","1","3","19","4","4","16","64","0","1","2","1","8","68"
"Bobby Smith","smithbo06","2000","1","TBA","AL","49","49","175","21","41","8","0","6","26","2","2","14","59","1","1","0","1","6","49"
"Jason Smith","smithja05","2001","1","CHN","NL","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2"
"Mark Smith","smithma03","1998","1","PIT","NL","59","59","128","18","25","6","0","2","13","7","0","10","26","0","3","0","3","1","59"
"Mark Smith","smithma03","2000","1","FLO","NL","104","104","192","22","47","8","1","5","27","2","0","17","54","1","2","0","2","2","104"
"J.T. Snow","snowjt01","1998","1","SFN","NL","138","138","435","65","108","29","1","15","79","1","2","58","84","3","0","0","7","12","138"
"J.T. Snow","snowjt01","1999","1","SFN","NL","161","161","570","93","156","25","2","24","98","0","4","86","121","7","5","1","6","16","161"
"J.T. Snow","snowjt01","2000","1","SFN","NL","155","155","536","82","152","33","2","19","96","1","3","66","129","6","11","0","14","20","155"
"Luis Sojo","sojolu01","1998","1","NYA","AL","54","54","147","16","34","3","1","0","14","1","0","4","15","0","0","1","1","5","54"
"Luis Sojo","sojolu01","1999","1","NYA","AL","49","49","127","20","32","6","0","2","16","1","0","4","17","0","0","2","0","4","49"
"Luis Sojo","sojolu01","2000","1","PIT","NL","61","61","176","14","50","11","0","5","20","1","0","11","16","3","1","0","1","6","61"
"Luis Sojo","sojolu01","2000","2","NYA","AL","34","34","125","19","36","7","1","2","17","1","0","6","6","0","0","3","0","5","34"
"Alfonso Soriano","soriaal01","1999","1","NYA","AL","9","9","8","2","1","0","0","1","1","0","1","0","3","0","0","0","0","0","9"
"Alfonso Soriano","soriaal01","2000","1","NYA","AL","22","22","50","5","9","3","0","2","3","2","0","1","15","0","0","2","0","0","22"
"Paul Sorrento","sorrepa01","1998","1","TBA","AL","137","137","435","40","98","27","0","17","57","2","3","54","133","1","3","0","3","8","137"
"Paul Sorrento","sorrepa01","1999","1","TBA","AL","99","99","294","40","69","14","1","11","42","1","1","49","101","1","4","0","1","4","99"
"Juan Sosa","sosaju01","1999","1","COL","NL","11","11","9","3","2","0","0","0","0","0","0","2","2","0","0","0","0","0","11"
"Juan Sosa","sosaju01","2001","1","ARI","NL","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2"
"Sammy Sosa","sosasa01","1999","1","CHN","NL","162","162","625","114","180","24","2","63","141","7","8","78","171","8","3","0","6","17","162"
"Sammy Sosa","sosasa01","2000","1","CHN","NL","156","156","604","106","193","38","1","50","138","7","4","91","168","19","2","0","8","12","156"
"Sammy Sosa","sosasa01","2001","1","CHN","NL","160","160","577","146","189","34","5","64","160","0","2","116","153","37","6","0","12","6","160"
"Tim Spehr","spehrti01","1998","1","NYN","NL","21","21","51","3","7","1","0","0","3","1","0","7","16","1","2","0","0","0","21"
"Tim Spehr","spehrti01","1998","2","KCA","AL","11","11","25","5","6","2","0","1","2","0","0","8","3","0","2","1","0","1","11"
"Tim Spehr","spehrti01","1999","1","KCA","AL","60","60","155","26","32","7","0","9","26","1","0","22","47","0","6","2","2","2","60"
"Shane Spencer","spencsh01","1998","1","NYA","AL","27","27","67","18","25","6","0","10","27","0","1","5","12","0","0","0","1","0","27"
"Shane Spencer","spencsh01","1999","1","NYA","AL","71","71","205","25","48","8","0","8","20","0","4","18","51","0","2","0","1","1","71"
"Shane Spencer","spencsh01","2000","1","NYA","AL","73","73","248","33","70","11","3","9","40","1","2","19","45","0","2","0","7","4","73"
"Bill Spiers","spierbi01","1998","1","HOU","NL","123","123","384","66","105","27","4","4","43","11","2","45","62","0","5","1","2","9","123"
"Bill Spiers","spierbi01","1999","1","HOU","NL","127","127","393","56","113","18","5","4","39","10","5","47","45","2","0","3","1","10","127"
"Bill Spiers","spierbi01","2000","1","HOU","NL","124","124","355","41","107","17","3","3","43","7","4","49","38","3","1","2","2","8","124"
"Bill Spiers","spierbi01","2001","1","HOU","NL","4","4","3","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","4"
"Scott Spiezio","spiezsc01","1998","1","OAK","AL","114","114","406","54","105","19","1","9","50","1","3","44","56","3","2","7","2","10","114"
"Scott Spiezio","spiezsc01","1999","1","OAK","AL","89","89","247","31","60","24","0","8","33","0","0","29","36","3","2","1","3","5","89"
"Scott Spiezio","spiezsc01","2000","1","ANA","AL","123","123","297","47","72","11","2","17","49","1","2","40","56","2","3","1","4","5","123"
"Scott Spiezio","spiezsc01","2001","1","ANA","AL","139","139","457","57","124","29","4","13","54","5","2","34","65","4","5","3","4","6","139"
"Junior Spivey","spiveju01","2001","1","ARI","NL","72","72","163","33","42","6","3","5","21","3","0","23","47","0","2","6","1","3","72"
"Ed Sprague","spraged02","1998","1","TOR","AL","105","105","382","49","91","20","0","17","51","0","2","24","73","1","11","0","2","15","105"
"Ed Sprague","spraged02","1998","2","OAK","AL","27","27","87","8","13","5","0","3","7","1","0","2","17","1","2","0","0","1","27"
"Ed Sprague","spraged02","1999","1","PIT","NL","137","137","490","71","131","27","2","22","81","3","6","50","93","6","17","1","6","12","137"
"Ed Sprague","spraged02","2000","1","SDN","NL","53","53","117","17","32","10","0","10","25","0","0","10","28","2","2","0","2","0","53"
"Ed Sprague","spraged02","2000","2","BOS","AL","33","33","111","11","24","4","0","2","9","0","0","12","18","0","0","0","0","2","33"
"Ed Sprague","spraged02","2000","3","SDN","NL","20","20","40","2","9","2","0","0","2","0","0","3","12","0","1","0","0","1","20"
"Scott Stahoviak","stahosc01","1998","1","MIN","AL","9","9","19","1","2","0","0","1","1","0","0","0","7","0","0","0","0","0","9"
"Matt Stairs","stairma01","1998","1","OAK","AL","149","149","523","88","154","33","1","26","106","8","3","59","93","4","6","1","4","13","149"
"Matt Stairs","stairma01","1999","1","OAK","AL","146","146","531","94","137","26","3","38","102","2","7","89","124","6","2","0","1","8","146"
"Matt Stairs","stairma01","2000","1","OAK","AL","143","143","476","74","108","26","0","21","81","5","2","78","122","4","1","1","6","7","143"
"Matt Stairs","stairma01","2001","1","CHN","NL","128","128","340","48","85","21","0","17","61","2","3","52","76","7","7","1","3","4","128"
"Mike Stanley","stanlmi02","1998","1","TOR","AL","98","98","341","49","82","13","0","22","47","2","1","56","86","3","5","0","3","6","98"
"Mike Stanley","stanlmi02","1999","1","BOS","AL","136","136","427","59","120","22","0","19","72","0","0","70","94","3","11","0","4","8","136"
"Mike Stanley","stanlmi02","2000","1","BOS","AL","58","58","185","22","41","5","0","10","28","0","0","30","44","0","0","1","2","1","58"
"Mike Stanley","stanlmi02","2000","2","OAK","AL","32","32","97","11","26","7","0","4","18","0","0","14","21","0","1","0","1","3","32"
"Terry Steinbach","steinte01","1998","1","MIN","AL","124","124","422","45","102","25","2","14","54","0","1","38","89","0","4","0","1","16","124"
"Terry Steinbach","steinte01","1999","1","MIN","AL","101","101","338","35","96","16","4","4","42","2","2","38","54","1","2","0","2","9","101"
"Lee Stevens","stevele01","1998","1","TEX","AL","120","120","344","52","91","17","4","20","59","0","2","31","93","4","0","0","1","6","120"
"Lee Stevens","stevele01","1999","1","TEX","AL","146","146","517","76","146","31","1","24","81","2","3","52","132","10","0","0","7","19","146"
"Lee Stevens","stevele01","2000","1","MON","NL","123","123","449","60","119","27","2","22","75","0","0","48","105","6","2","0","2","10","123"
"Shannon Stewart","stewash01","1998","1","TOR","AL","144","144","516","90","144","29","3","12","55","51","18","67","77","1","15","6","1","5","144"
"Shannon Stewart","stewash01","1999","1","TOR","AL","145","145","608","102","185","28","2","11","67","37","14","59","83","0","8","3","4","12","145"
"Shannon Stewart","stewash01","2000","1","TOR","AL","136","136","583","107","186","43","5","21","69","20","5","37","79","1","6","1","4","12","136"
"Kelly Stinnett","stinnke01","1999","1","ARI","NL","88","88","284","36","66","13","0","14","38","2","1","24","83","2","5","2","2","4","88"
"Kelly Stinnett","stinnke01","2000","1","ARI","NL","76","76","240","22","52","7","0","8","33","0","1","19","56","4","6","0","0","5","76"
"Kelly Stinnett","stinnke01","2001","1","CIN","NL","63","63","187","27","48","11","0","9","25","2","2","17","61","3","5","1","1","5","63"
"Kevin Stocker","stockke01","1998","1","TBA","AL","112","112","336","37","70","11","3","6","25","5","3","27","80","1","8","8","2","7","112"
"Kevin Stocker","stockke01","1999","1","TBA","AL","79","79","254","39","76","11","2","1","27","9","7","24","41","0","4","4","0","4","79"
"Kevin Stocker","stockke01","2000","1","TBA","AL","40","40","114","20","30","7","1","2","8","1","2","19","27","0","2","2","0","3","40"
"Kevin Stocker","stockke01","2000","2","ANA","AL","70","70","229","21","45","13","3","0","16","0","3","32","54","0","2","8","1","8","70"
"Da Rond Stovall","stovada01","1998","1","MON","NL","62","62","78","11","16","2","1","2","6","1","0","6","29","0","0","0","0","1","62"
"Chris Stowers","stowech01","1999","1","MON","NL","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"Doug Strange","strando01","1998","1","PIT","NL","90","90","185","9","32","8","0","0","14","1","0","10","39","1","1","3","2","5","90"
"Darryl Strawberry","strawda01","1998","1","NYA","AL","101","101","295","44","73","11","2","24","57","8","7","46","90","4","3","0","1","1","101"
"Darryl Strawberry","strawda01","1999","1","NYA","AL","24","24","49","10","16","5","0","3","6","2","0","17","16","0","0","0","0","0","24"
"Chris Stynes","stynech01","1999","1","CIN","NL","73","73","113","18","27","1","0","2","14","5","2","12","13","1","0","3","1","2","73"
"Chris Stynes","stynech01","2000","1","CIN","NL","119","119","380","71","127","24","1","12","40","5","2","32","54","2","2","3","3","5","119"
"Chris Stynes","stynech01","2001","1","BOS","AL","96","96","361","52","101","19","2","8","33","4","5","20","56","0","3","1","1","12","96"
"B.J. Surhoff","surhobj01","1999","1","BAL","AL","162","162","673","104","207","38","1","28","107","5","1","43","78","1","2","1","8","15","162"
"B.J. Surhoff","surhobj01","2000","1","BAL","AL","103","103","411","56","120","27","0","13","57","7","2","29","46","3","2","1","1","5","103"
"B.J. Surhoff","surhobj01","2000","2","ATL","NL","44","44","128","13","37","9","2","1","11","3","0","12","12","0","1","1","1","5","44"
"B.J. Surhoff","surhobj01","2001","1","ATL","NL","141","141","484","68","131","33","1","10","58","9","3","38","48","5","1","1","7","5","141"
"Larry Sutton","suttola01","1998","1","KCA","AL","111","111","310","29","76","14","2","5","42","3","3","29","46","3","3","4","5","5","111"
"Larry Sutton","suttola01","1999","1","KCA","AL","43","43","102","14","23","6","0","2","15","1","0","13","17","0","0","1","2","4","43"
"Larry Sutton","suttola01","2000","1","SLN","NL","23","23","25","5","8","0","0","1","6","0","0","5","7","0","0","1","2","0","23"
"Dale Sveum","sveumda01","1998","1","NYA","AL","30","30","58","6","9","0","0","0","3","0","0","4","16","0","0","0","2","2","30"
"Dale Sveum","sveumda01","1999","1","PIT","NL","49","49","71","7","15","5","1","3","13","0","0","7","28","1","0","1","1","0","49"
"Pedro Swann","swannpe01","2000","1","ATL","NL","4","4","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4"
"Mark Sweeney","sweenma01","1998","1","SDN","NL","122","122","192","17","45","8","3","2","15","1","2","26","37","0","1","0","3","5","122"
"Mark Sweeney","sweenma01","1999","1","CIN","NL","37","37","31","6","11","3","0","2","7","0","0","4","9","1","0","0","0","2","37"
"Mark Sweeney","sweenma01","2000","1","MIL","NL","71","71","73","9","16","6","0","1","6","0","0","12","18","1","1","1","0","1","71"
"Mark Sweeney","sweenma01","2001","1","MIL","NL","48","48","89","9","23","3","1","3","11","2","1","12","23","0","0","2","0","0","48"
"Mike Sweeney","sweenmi01","1998","1","KCA","AL","92","92","282","32","73","18","0","8","35","2","3","24","38","1","2","2","1","7","92"
"Mike Sweeney","sweenmi01","1999","1","KCA","AL","150","150","575","101","185","44","2","22","102","6","1","54","48","0","10","0","4","21","150"
"Mike Sweeney","sweenmi01","2000","1","KCA","AL","159","159","618","105","206","30","0","29","144","8","3","71","67","5","15","0","13","15","159"
"Mike Sweeney","sweenmi01","2001","1","KCA","AL","147","147","559","97","170","46","0","29","99","10","3","64","64","13","2","1","6","13","147"
"Tony Tarasco","tarasto01","1999","1","NYA","AL","14","14","31","5","5","2","0","0","3","1","0","3","5","0","0","0","1","1","14"
"Fernando Tatis","tatisfe01","1998","1","TEX","AL","95","95","330","41","89","17","2","3","32","6","2","12","66","2","4","4","0","10","95"
"Fernando Tatis","tatisfe01","1998","2","SLN","NL","55","55","202","28","58","16","2","8","26","7","3","24","57","1","2","0","1","6","55"
"Fernando Tatis","tatisfe01","1999","1","SLN","NL","149","149","537","104","160","31","2","34","107","21","9","82","128","4","16","0","4","11","149"
"Fernando Tatis","tatisfe01","2000","1","SLN","NL","96","96","324","59","82","21","1","18","64","2","3","57","94","1","10","1","2","13","96"
"Jim Tatum","tatumji01","1998","1","NYN","NL","35","35","50","4","9","1","2","2","13","0","0","3","19","0","0","0","4","0","35"
"Eddie Taubensee","taubeed01","1999","1","CIN","NL","126","126","424","58","132","22","2","21","87","0","2","30","67","1","1","1","5","12","126"
"Eddie Taubensee","taubeed01","2000","1","CIN","NL","81","81","266","29","71","12","0","6","24","0","0","21","44","1","2","1","1","7","81"
"Eddie Taubensee","taubeed01","2001","1","CLE","AL","52","52","116","16","29","2","1","3","11","0","0","10","19","1","1","1","0","3","52"
"Reggie Taylor","taylore01","2000","1","PHI","NL","9","9","11","1","1","0","0","0","0","1","0","0","8","0","0","0","0","0","9"
"Miguel Tejada","tejadmi01","1998","1","OAK","AL","105","105","365","53","85","20","1","11","45","5","6","28","86","0","7","4","3","8","105"
"Miguel Tejada","tejadmi01","1999","1","OAK","AL","159","159","593","93","149","33","4","21","84","8","7","57","94","3","10","9","5","11","159"
"Miguel Tejada","tejadmi01","2000","1","OAK","AL","160","160","607","105","167","32","1","30","115","6","0","66","102","6","4","2","2","15","160"
"Frank Thomas","thomafr04","1999","1","CHA","AL","135","135","486","74","148","36","0","15","77","3","3","87","66","13","9","0","8","14","135"
"Frank Thomas","thomafr04","2000","1","CHA","AL","159","159","582","115","191","44","0","43","143","1","3","112","94","18","5","0","8","13","159"
"Frank Thomas","thomafr04","2001","1","CHA","AL","20","20","68","8","15","3","0","4","10","0","0","10","12","2","0","0","1","0","20"
"Jim Thome","thomeji01","1999","1","CLE","AL","146","146","494","101","137","27","2","33","108","0","0","127","171","13","4","0","4","6","146"
"Jim Thome","thomeji01","2000","1","CLE","AL","158","158","557","106","150","33","1","37","106","1","0","118","171","4","4","0","5","8","158"
"Jim Thome","thomeji01","2001","1","CLE","AL","156","156","526","101","153","26","1","49","124","0","1","111","185","14","4","0","3","9","156"
"Andy Thompson","thompan02","2000","1","TOR","AL","2","2","6","2","1","0","0","0","1","0","0","3","2","0","0","0","0","0","2"
"Ryan Thompson","thompry01","1999","1","HOU","NL","12","12","20","2","4","1","0","1","5","0","0","2","7","0","0","0","0","1","12"
"Ryan Thompson","thompry01","2000","1","NYA","AL","33","33","50","12","13","3","0","3","14","0","1","5","12","0","1","0","0","0","33"
"Ryan Thompson","thompry01","2001","1","FLO","NL","18","18","31","6","9","5","0","0","2","0","0","1","8","0","0","0","0","2","18"
"Ozzie Timmons","timmooz01","1999","1","SEA","AL","26","26","44","4","5","2","0","1","3","0","1","4","12","0","0","0","0","0","26"
"Ozzie Timmons","timmooz01","2000","1","TBA","AL","12","12","41","9","14","3","0","4","13","0","0","1","7","0","0","0","0","2","12"
"Jorge Toca","tocajo01","1999","1","NYN","NL","4","4","3","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","4"
"Jorge Toca","tocajo01","2000","1","NYN","NL","8","8","7","1","3","1","0","0","4","0","0","0","1","0","0","0","0","0","8"
"Andy Tomberlin","tombean01","1998","1","DET","AL","32","32","69","8","15","2","0","2","12","1","0","3","25","1","3","0","0","3","32"
"Steve Torrealba","torrest01","2001","1","ATL","NL","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Andy Tracy","tracyan01","2000","1","MON","NL","83","83","192","29","50","8","1","11","32","1","0","22","61","1","2","0","2","3","83"
"Bubba Trammell","trammbu01","1998","1","TBA","AL","59","59","199","28","57","18","1","12","35","0","2","16","45","0","0","0","1","4","59"
"Bubba Trammell","trammbu01","1999","1","TBA","AL","82","82","283","49","82","19","0","14","39","0","2","43","37","1","1","0","1","7","82"
"Bubba Trammell","trammbu01","2000","1","TBA","AL","66","66","189","19","52","11","2","7","33","3","0","21","30","0","2","0","1","5","66"
"Bubba Trammell","trammbu01","2000","2","NYN","NL","36","36","56","9","13","2","0","3","12","1","0","8","19","0","0","0","1","3","36"
"Chris Tremie","tremich01","1998","1","TEX","AL","2","2","3","2","1","1","0","0","0","0","0","1","1","0","0","0","0","0","2"
"Chris Tremie","tremich01","1999","1","PIT","NL","9","9","14","1","1","0","0","0","1","0","0","2","4","0","0","0","0","0","9"
"Chris Truby","trubych01","2000","1","HOU","NL","78","78","258","28","67","15","4","11","59","2","1","10","56","1","5","1","5","4","78"
"Chris Truby","trubych01","2001","1","HOU","NL","48","48","136","11","28","6","1","8","23","1","2","13","38","2","1","0","2","1","48"
"Michael Tucker","tuckemi01","1999","1","CIN","NL","133","133","296","55","75","8","5","11","44","11","4","37","81","3","3","0","4","5","133"
"Michael Tucker","tuckemi01","2000","1","CIN","NL","148","148","270","55","72","13","4","15","36","13","6","44","64","1","7","0","2","6","148"
